"target_sequence","student_id","assignment_completed","problems_completed"
PSAV9DV,44973,1,3
PSAVUA4,44973,1,4
PSAVUK7,44973,1,3
PSAVUK8,44973,1,12
PSAV9DV,44974,1,3
PSAVUA4,44974,1,4
PSAVUK7,44974,1,7
PSAVUK8,44974,1,19
PSAV9DV,44977,1,3
PSAVUA4,44977,1,10
PSAVUK7,44977,1,3
PSAVUK8,44977,1,8
PSA2H6G,45092,0,3
PSAV9DV,45177,1,3
PSAVUA4,45177,1,6
PSAVUK7,45177,0,15
PSAVUK8,45177,0,10
PSAV9DV,45179,1,6
PSAVUK7,45179,0,10
PSAVUK7,45182,1,7
PSAVUK8,45182,1,5
PSAV9DV,45183,0,8
PSAVUA4,45183,0,4
PSAVUK7,45183,0,31
PSAV9DV,45184,0,20
PSAVUA4,45184,1,8
PSAVUK8,45184,1,11
PSAVUK7,45186,0,7
PSAVUK8,45186,1,9
PSAV9DV,45187,1,3
PSAVUA4,45187,1,3
PSAVUK7,45187,1,12
PSAVUK8,45187,1,11
PSAV9DV,45192,1,8
PSAVUK7,45192,0,10
PSAVUK8,45192,1,9
PSAVUA4,45195,0,2
PSAVUK7,45195,0,15
PSAV9DV,45200,1,6
PSAVUK8,45200,1,3
PSAV9DV,45201,1,6
PSAVUA4,45201,0,1
PSAVUK7,45201,1,7
PSAVUK8,45201,1,7
PSAV9DV,45202,0,4
PSAVUA4,45202,0,2
PSAVUK7,45202,0,10
PSAVUK8,45202,0,1
PSAV9DV,45207,1,3
PSAVUA4,45207,1,5
PSAVUK7,45207,1,7
PSAVUK8,45207,1,5
PSAV9DV,45224,1,3
PSAVUA4,45224,1,4
PSAVUK7,45224,1,4
PSAVUK8,45224,1,8
PSA2H6G,45268,1,6
PSA2H6G,45274,1,7
PSA2H6G,45275,1,7
PSA2H6G,45276,1,3
PSA2H6G,45279,1,5
PSA2H6G,45282,1,5
PSA2H6G,45283,1,4
PSA2H6G,45288,1,5
PSA2H6G,45289,1,8
PSA2H6G,45291,1,3
PSA2H6G,45292,1,7
PSA2H6G,45295,1,3
PSA2H6G,45296,1,3
PSA2H6G,45297,1,3
PSA2H6G,45299,1,3
PSA2H6G,45300,1,11
PSA2H6G,45307,0,10
PSA2H6G,45331,0,3
PSA2H6G,45335,1,3
PSA2H6G,45344,1,7
PSA2H6G,45360,0,10
PSA2H6G,45361,0,3
PSA2H6G,45368,1,7
PSA2H6G,45370,1,6
PSAV9DV,45381,1,5
PSAVUA4,45381,1,3
PSAVUK7,45381,1,21
PSAVUK8,45381,1,3
PSAV9DV,45465,1,3
PSAVUA4,45465,1,3
PSAVUK7,45465,1,4
PSAVUK8,45465,1,5
PSAV9DV,45497,1,3
PSAVUA4,45497,1,3
PSAVUK7,45497,1,3
PSAVUK8,45497,1,3
PSAV9DV,45516,1,5
PSAVUA4,45516,1,3
PSAVUK7,45516,1,6
PSAVUK8,45516,1,4
PSAV9DV,45560,1,4
PSAVUA4,45560,1,7
PSAVUK7,45560,1,7
PSAVUK8,45560,1,4
PSAV9DV,45562,1,3
PSAVUA4,45562,1,3
PSAVUK7,45562,1,4
PSAVUK8,45562,1,8
PSAVUF5,45565,1,6
PSAV9DV,45570,1,3
PSAVUA4,45570,1,4
PSAVUK7,45570,1,13
PSAVUK8,45570,1,21
PSAV9DV,45572,1,3
PSAVUA4,45572,1,8
PSAVUK7,45572,1,7
PSAVUK8,45572,1,3
PSAV9DV,45579,1,3
PSAVUA4,45579,1,3
PSAVUK7,45579,1,5
PSAVUK8,45579,1,7
PSA2H6G,45615,1,3
PSA2H6G,45617,1,27
PSAV9DV,45622,1,4
PSAVUA4,45622,1,10
PSAVUK7,45622,1,9
PSAVUK8,45622,1,3
PSAV9DV,45631,1,3
PSAVUA4,45631,1,12
PSAVUK7,45631,1,8
PSAVUK8,45631,1,4
PSAV9DV,45640,1,12
PSAVUA4,45640,1,6
PSAVUK7,45640,1,7
PSAVUK8,45640,1,3
PSAV9DV,45642,1,3
PSAVUA4,45642,1,7
PSAVUK7,45642,1,12
PSAVUK8,45642,1,3
PSA2H6G,45656,1,9
PSA2H6G,45658,1,6
PSA2H6G,45659,1,4
PSA2H6G,45660,1,4
PSA2H6G,45662,1,15
PSA2H6G,45664,1,3
PSA2H6G,45665,1,5
PSA2H6G,45666,1,6
PSA2H6G,45668,1,3
PSAV9DV,45670,1,7
PSAVUA4,45670,1,3
PSAVUK7,45670,0,20
PSAVUK8,45670,0,10
PSA2H6G,45673,1,4
PSA2H6G,45674,1,6
PSA2H6G,45676,1,3
PSA2H6G,45677,1,5
PSA2H6G,45680,1,11
PSA2H6G,45681,1,5
PSA2H6G,45683,1,3
PSA2H6G,45684,1,3
PSA2H6G,45685,0,11
PSA2H6G,45686,1,11
PSA2H6G,45687,1,3
PSAV9DV,45692,1,5
PSAVUA4,45692,1,9
PSAVUK7,45692,1,7
PSAVUK8,45692,1,3
PSAVUK7,45694,1,4
PSAV9DV,45700,1,3
PSAVUK7,45700,1,4
PSAVUK8,45700,1,6
PSAV9DV,45706,0,2
PSAV9DV,45716,0,3
PSAVUK7,45722,1,21
PSAV9DV,45729,1,6
PSAVTVJ,45729,1,3
PSAWU7D,45729,1,6
PSAV9DV,45914,1,9
PSAV9DV,46006,0,8
PSAV9DV,46203,0,7
PSAV9DV,46318,0,10
PSA2H6G,46671,1,3
PSAV9DV,46704,1,6
PSAVUA4,46704,1,4
PSAVUK7,46704,0,26
PSAVUK8,46704,0,20
PSAV9DV,46714,1,3
PSAVUA4,46714,1,3
PSAVUK7,46714,1,4
PSAVUK8,46714,1,3
PSAVUK8,46715,1,14
PSA2H6G,46771,1,4
PSA2H6G,46785,1,3
PSAVUK8,46833,0,10
PSAVTVJ,46986,1,5
PSAVUK7,47032,1,9
PSAV9DV,47085,1,7
PSAVUA4,47085,0,4
PSAVUK7,47085,1,8
PSAVUK8,47085,1,7
PSAV9DV,47092,1,3
PSAVUA4,47092,1,5
PSAVUK7,47092,1,3
PSAVUK8,47092,1,3
PSAVUA4,47093,0,7
PSAVUK7,47093,1,6
PSAVUK8,47093,1,3
PSAV9DV,47109,1,16
PSAVUA4,47109,1,7
PSAVUK7,47109,1,3
PSAVUK8,47109,1,3
PSAV9DV,47112,1,5
PSAVUA4,47112,1,3
PSAVUK7,47112,1,6
PSAVUK8,47112,1,3
PSAV9DV,47115,1,13
PSAVUA4,47115,1,7
PSAVUK7,47115,0,20
PSAVUK8,47115,1,6
PSAV9DV,47153,0,1
PSAVUK8,47223,1,6
PSAVUK7,47251,0,31
PSAVUK8,47251,0,10
PSAV9DV,47252,1,12
PSAVUK7,47252,0,20
PSAVUK8,47252,1,12
PSAV9DV,47327,0,10
PSAV9DV,47329,0,5
PSAVTVJ,47367,1,3
PSAVUK8,47445,0,6
PSAVUK7,47509,1,18
PSAV9DV,47569,0,3
PSAVUA4,47569,1,3
PSAVUK7,47569,0,25
PSAVUK8,47569,1,7
PSA2H6G,47640,1,3
PSA2H6G,47641,1,3
PSA2H6G,47642,1,3
PSA2H6G,47644,1,3
PSA2H6G,47645,1,5
PSA2H6G,47647,1,3
PSA2H6G,47648,1,4
PSA2H6G,47650,1,3
PSA2H6G,47652,1,3
PSA2H6G,47653,1,3
PSA2H6G,47654,1,3
PSA2H6G,47655,1,5
PSA2H6G,47656,0,8
PSA2H6G,47657,1,4
PSAVUA4,47666,1,8
PSAVUK8,47666,1,6
PSAVUK8,47668,0,1
PSAVUA4,47670,1,5
PSAVUK8,47670,1,5
PSAVUK8,47671,1,9
PSAVUA4,47672,1,4
PSAVUK8,47672,0,12
PSAVUA4,47673,0,1
PSAVUK8,47673,0,2
PSAVUA4,47674,1,4
PSAVUA4,47675,1,5
PSAVUA4,47676,0,6
PSAVUA4,47677,0,1
PSAVUA4,47681,0,5
PSAVUK8,47681,0,10
PSAVUA4,47686,1,4
PSAVUK8,47686,1,3
PSAVUK8,47690,0,2
PSAVUA4,47693,0,5
PSAVUK8,47693,0,5
PSAVUK7,47791,0,10
PSAV9DV,47880,1,11
PSAVUA4,47880,1,7
PSAVUK7,47880,1,7
PSAVUK8,47880,1,12
PSAV9DV,47920,0,10
PSAVUK7,47920,1,3
PSAVUK8,47920,0,12
PSAV9DV,47921,1,3
PSAVUA4,47921,1,8
PSAVUK8,47921,1,10
PSAVUK7,47980,1,4
PSAV9DV,47988,1,7
PSAVUA4,47988,1,8
PSAVUK7,47988,1,8
PSAVUK8,47988,1,6
PSAV9DV,47989,0,1
PSAV9DV,47994,1,4
PSAV9DV,47997,1,9
PSAV9DV,47999,1,10
PSAVUA4,47999,0,2
PSAVUK7,47999,1,9
PSAVUK8,47999,1,6
PSAV9DV,48001,1,7
PSAV9DV,48005,1,4
PSAVUA4,48005,1,4
PSAVUK8,48005,1,17
PSAV9DV,48010,0,4
PSAVUK7,48010,1,11
PSAVUK8,48010,1,9
PSAV9DV,48011,1,3
PSAVUA4,48011,1,10
PSAVUK7,48011,1,8
PSAVUK8,48011,1,5
PSAV9DV,48058,1,5
PSAVUK7,48163,1,10
PSAVUK7,48164,0,8
PSAVUK7,48165,1,8
PSAVUK7,48166,0,8
PSAVUK7,48167,1,8
PSAVUK7,48168,0,7
PSAVUK7,48169,1,12
PSAVUK7,48170,0,3
PSAVUK7,48171,1,20
PSAVUK7,48172,0,9
PSAVUK7,48173,0,4
PSAVUK7,48174,1,10
PSAVUK7,48175,1,8
PSAVUK7,48177,0,5
PSAVUK7,48179,1,8
PSAVUK7,48180,0,14
PSAVUK7,48181,1,3
PSAVUK7,48184,1,5
PSAVUK7,48253,0,11
PSAVUK7,48254,0,7
PSAVUK7,48255,0,6
PSAVUK7,48257,0,12
PSAVUK7,48258,1,6
PSAVUK7,48259,0,8
PSAVUK7,48260,0,9
PSAVUK7,48262,0,10
PSAVUK7,48263,1,4
PSAVUK7,48264,0,10
PSAVUK7,48265,0,6
PSAVUK7,48266,0,13
PSAVUK7,48268,0,4
PSAVTVJ,48375,1,3
PSAV9DV,48429,0,5
PSAV9DV,48472,1,4
PSAV9DV,48507,1,4
PSAVUA4,48515,0,1
PSAVUK7,48760,0,1
PSAVUK8,48944,1,8
PSAVUBC,48950,1,3
PSAVUBC,48965,1,3
PSAVUA4,48986,1,7
PSAVUK8,48986,0,10
PSAV9DV,49450,1,12
PSAVUA4,49450,0,3
PSAVUK7,49450,1,14
PSAVUK8,49450,1,11
PSAV9DV,49490,1,4
PSAVTUU,49499,1,3
PSAVUAR,49499,1,5
PSAV9DV,49500,1,3
PSAV9DV,49511,1,5
PSAVUGR,49542,0,2
PSAV9DV,49573,1,5
PSAV9DV,49578,0,2
PSAVUK7,49579,1,23
PSAVUGR,49644,1,8
PSAVUK7,49644,1,7
PSAVUGR,49645,1,3
PSAVUK7,49645,0,10
PSAVUGR,49647,0,5
PSAVUK7,49647,0,11
PSAVUK7,49648,1,3
PSAVUGR,49651,0,3
PSAVUK7,49651,0,3
PSAVUGR,49652,1,3
PSAVUK7,49652,1,9
PSAVUGR,49654,1,3
PSAVUK7,49654,1,4
PSAVUGR,49655,1,3
PSAVUK7,49655,0,1
PSAVUGR,49656,1,3
PSAVUK7,49656,1,6
PSAVUGR,49657,1,6
PSAVUGR,49659,1,3
PSAVUK7,49659,1,3
PSAVUGR,49660,1,5
PSAVUK7,49660,1,4
PSAVUK7,49661,0,2
PSAVUGR,49662,0,1
PSAVUGR,49673,0,2
PSAVUGR,49700,1,3
PSAVUK7,49700,1,4
PSAVTVJ,49827,1,4
PSAVUGY,49827,1,3
PSAVUGR,49832,1,3
PSAVUK7,49832,1,3
PSAVUGR,49833,1,9
PSAVUGR,49834,1,5
PSAVUK7,49834,1,8
PSAVUGR,49840,1,5
PSAVUK7,49840,1,8
PSAVUGR,49843,1,6
PSAVUK7,49843,1,4
PSAVUGR,49845,1,6
PSAVUK7,49845,1,5
PSAVUGR,49846,0,8
PSAVUGR,49847,1,4
PSAVUK7,49847,1,9
PSAVUGR,49850,1,3
PSAVUK7,49850,1,3
PSAVUGR,49851,1,3
PSAVUK7,49851,1,7
PSAVUGR,49852,1,3
PSAVUK7,49852,1,4
PSAVUGR,49853,1,6
PSAVUK7,49853,1,3
PSAVUGR,49854,1,8
PSAVUK7,49854,1,3
PSAVUGR,49855,1,6
PSAVUK7,49855,1,12
PSAVUGR,49858,1,3
PSAVUK7,49858,1,6
PSAVUGR,49860,1,4
PSAVUK7,49860,1,4
PSAVUGR,49861,1,6
PSAVUK7,49861,0,1
PSAVUGR,49862,1,3
PSAVUK7,49862,1,4
PSAVUGR,49863,1,3
PSAVUK7,49863,1,4
PSAVUGR,49865,1,6
PSAVUK7,49865,1,5
PSAVUGR,49889,1,6
PSAVUK7,49889,1,6
PSAVUGY,49891,1,3
PSAVUGR,49893,1,3
PSAVUGY,49915,1,3
PSAVUGY,49916,1,3
PSAVUK7,49916,0,6
PSAVUGY,49921,1,3
PSAVUGY,49924,1,6
PSAVUGY,49925,1,4
PSAVUGY,49945,1,5
PSAVUGR,50005,0,1
PSAVUK7,50005,0,7
PSAVUK7,50010,0,1
PSAVUK7,50013,0,10
PSAVUK7,50014,0,3
PSAVUK7,50039,0,1
PSAVUK7,50356,1,3
PSAVUK7,50360,1,3
PSAVUK7,50363,0,15
PSAVUK7,50379,0,5
PSA2H6G,50498,1,4
PSAVUGR,50526,1,3
PSAVUK7,50526,1,6
PSAV9DV,51030,1,8
PSAV9DV,51031,1,4
PSAV9DV,51032,0,10
PSAV9DV,51033,1,4
PSAV9DV,51036,1,3
PSAV9DV,51043,1,4
PSAV9DV,51048,1,5
PSAV9DV,51052,1,7
PSAVTVJ,51054,1,6
PSAV9DV,51084,1,9
PSAV9DV,51085,1,6
PSAV9DV,51103,1,3
PSAV9DV,51105,1,4
PSAV9DV,51109,1,4
PSAV9DV,51113,1,3
PSAV9DV,51114,0,11
PSAV9DV,51117,1,3
PSAVUK7,51143,0,4
PSAVUGR,51223,1,10
PSAVUK7,51223,1,14
PSAVUGR,51265,1,3
PSAVUK7,51265,1,3
PSAVUGR,51267,1,6
PSAVUGR,51357,1,3
PSAV9DV,51592,1,7
PSAVTVJ,51607,1,3
PSAVTVJ,51608,1,3
PSAVUGR,51806,1,3
PSAVUK7,51806,1,9
PSAVUGR,51807,1,6
PSAVUK7,51807,1,5
PSAVUGR,51809,0,6
PSAVUK7,51809,0,5
PSAVUGR,51810,1,3
PSAVUK7,51810,1,6
PSAVUGR,51811,0,7
PSAVUGR,51812,1,14
PSAVUK7,51812,0,4
PSAVUMH,51814,1,5
PSAVUK7,51815,0,8
PSAVUGR,51816,0,3
PSAVUGR,51818,0,1
PSAVUGR,51820,0,10
PSAVUGR,51822,0,1
PSAVUGR,51823,0,1
PSAVUGR,51829,0,8
PSAVUGR,51853,0,7
PSAVUGR,51859,0,1
PSAVUF5,52142,1,12
PSAVTVJ,52223,1,3
PSAV9DV,52240,1,6
PSAV9DV,52245,0,10
PSAV9DV,52246,1,3
PSAV9DV,52248,1,3
PSAV9DV,52249,1,3
PSAV9DV,52252,1,3
PSAV9DV,52259,1,5
PSA2H6G,52286,1,3
PSA2H6G,52290,1,5
PSAV9DV,52294,1,6
PSAVUK7,52323,1,5
PSAVUGR,52324,1,3
PSAVUK7,52324,1,3
PSAVUGR,52417,1,3
PSAVUK7,52417,1,3
PSAVUGR,52418,0,3
PSAVUGR,52428,0,2
PSAVUK7,52445,0,7
PSAVTVJ,52458,1,3
PSAVTVJ,52461,1,8
PSAVUGR,52515,0,4
PSAVUGR,52595,1,4
PSAVUK7,52607,0,2
PSAVUGR,52608,0,4
PSAVTVJ,52704,1,5
PSAV9DV,52836,1,11
PSAV9DV,52845,1,7
PSAVUA4,52845,1,4
PSAVUK7,52845,1,6
PSAVUK8,52845,1,3
PSAV9DV,52862,1,4
PSAV9DV,52877,1,10
PSAV9DV,52883,0,7
PSAVUK8,53415,1,9
PSAV9DV,53668,1,6
PSAVUA4,53668,0,2
PSAVUK8,53668,1,5
PSAVUGR,53711,1,4
PSAVUK7,53711,1,3
PSAV9DV,53795,1,3
PSAV9DV,53806,1,12
PSA2H6G,54008,1,3
PSAV9DV,54325,1,4
PSAVUA4,54343,1,3
PSAVUGY,56421,1,3
PSAVUK7,56421,0,4
PSAVUGR,56623,1,7
PSAVUGR,56742,1,6
PSA2H6G,57057,1,6
PSAVUGY,57180,1,6
PSAVUK7,57180,0,24
PSAV9DV,57196,1,3
PSAVUA4,57196,1,3
PSAVUK7,57196,1,6
PSAVUK8,57196,1,6
PSA2H6G,57259,1,7
PSA2H6G,57261,1,5
PSA2H6G,57262,1,5
PSAV9DV,57295,1,4
PSAV9DV,57326,1,4
PSAV9DV,57327,1,6
PSAV9DV,57362,1,3
PSAVTVJ,57393,1,4
PSAVUGY,57393,1,3
PSAVTVJ,57395,1,3
PSAVUGY,57395,1,3
PSAVTVJ,57398,1,3
PSAVUGY,57398,1,3
PSAVUGY,57404,1,3
PSAVTVJ,57416,1,3
PSAVUGY,57416,1,3
PSAV9DV,57623,1,3
PSAV9DV,57651,1,3
PSAVUF5,57778,1,5
PSAVUF5,57908,1,4
PSAVUF5,59436,1,6
PSAVUF5,59438,0,2
PSAVUF5,59772,0,3
PSAVTUH,59879,1,3
PSAVUGY,59879,1,3
PSA2H6G,60411,1,5
PSA2H6G,60507,0,10
PSA2H6G,60508,1,3
PSA2H6G,60509,1,3
PSA2H6G,60510,1,6
PSA2H6G,60511,1,4
PSA2H6G,60512,1,4
PSA2H6G,60513,0,7
PSA2H6G,60514,1,4
PSA2H6G,60516,1,4
PSA2H6G,60518,1,9
PSA2H6G,60520,1,3
PSAVUGR,60532,1,6
PSAVTVJ,60653,0,2
PSAVUGY,60653,1,3
PSAVTVJ,60654,1,3
PSAVUGY,60654,1,3
PSAVUGY,60655,1,6
PSAVTVJ,60656,1,3
PSAVUGY,60656,1,3
PSAVTVJ,60657,1,5
PSAVUGY,60657,1,4
PSAVTV6,60827,1,9
PSAVUGY,60827,1,5
PSAVTV6,60829,0,21
PSAVUGY,60829,1,3
PSAVUGY,60850,1,4
PSA2H6G,60880,1,3
PSA2H6G,60883,1,4
PSA2H6G,60884,1,5
PSA2H6G,60886,1,3
PSA2H6G,60887,1,3
PSA2H6G,60888,1,5
PSA2H6G,60889,1,4
PSA2H6G,60890,0,1
PSA2H6G,60891,1,5
PSA2H6G,60892,1,3
PSA2H6G,60897,1,3
PSAVTVJ,60925,1,4
PSAVUGY,60925,1,3
PSAVTVJ,60926,1,6
PSAVUGY,60926,1,3
PSA2H6G,60927,1,4
PSAVUGY,60929,1,3
PSA2H6G,61006,1,6
PSAV9DV,61168,1,4
PSAVUA4,61168,0,1
PSAVUK7,61168,0,6
PSAVUK8,61168,1,12
PSAVUME,61650,0,10
PSA2H6G,61727,1,10
PSA2H6G,61746,0,7
PSA2H6G,61750,1,7
PSAV9DV,62014,1,6
PSAVTV6,62288,1,6
PSAVUAR,62288,1,4
PSAVUK7,62288,0,10
PSAVUK7,62293,0,5
PSAVTV6,62294,1,3
PSAVUK7,62294,1,3
PSAVTV6,62308,1,3
PSAVUAR,62308,1,3
PSAVUK7,62308,1,7
PSAVTV6,62309,0,11
PSAVUAR,62310,0,10
PSAVUK7,62310,0,10
PSAVTV6,62316,1,8
PSAVUAR,62316,1,7
PSAVTV6,62324,1,3
PSAVUAR,62324,1,6
PSAVUK7,62324,1,3
PSAVUAR,62328,0,2
PSAVTV6,62329,1,6
PSAVUAR,62329,1,7
PSAVUK7,62329,1,9
PSAVTVJ,62377,0,4
PSAVUGY,62377,1,3
PSAVUGY,62379,1,3
PSAVUGY,62382,1,3
PSAVUGY,62383,1,3
PSAVUGY,62385,1,3
PSAVUGY,62394,1,4
PSAVUK7,62421,0,11
PSAVUGY,62561,1,4
PSAVUGY,62563,0,2
PSAVUGY,62564,1,5
PSAVTVJ,62565,0,1
PSAVUGY,62565,1,5
PSAVUGY,62568,1,3
PSAVTV6,62604,1,3
PSAVUK7,62604,1,3
PSAVTV6,62605,1,3
PSAVUK7,62605,1,3
PSAVTV6,62606,1,3
PSAVUK7,62606,1,4
PSAVUK7,62607,0,10
PSAVTV6,62608,1,3
PSAVUK7,62608,1,7
PSAVUK7,62609,0,4
PSAVUK7,62610,0,11
PSAVTV6,62611,1,3
PSAVUK7,62611,1,5
PSAVTV6,62612,1,10
PSAVUK7,62612,0,20
PSAVUK7,62613,1,13
PSAVTV6,62615,1,5
PSAVUK7,62615,0,9
PSAVTV6,62616,1,6
PSAVUK7,62616,0,12
PSAVTV6,62618,0,10
PSAVUK7,62618,0,5
PSAVUK7,62620,0,11
PSAVTV6,62621,1,7
PSAVUK7,62621,1,18
PSAVTV6,62627,1,4
PSAVUK7,62627,1,5
PSAVTV6,62628,1,8
PSAVUK7,62628,1,14
PSAVTV6,62654,1,3
PSAVUK7,62654,0,10
PSAVUK7,62656,0,1
PSAVTV6,62767,1,6
PSAVUK7,62767,1,6
PSAVUK7,62768,0,11
PSAVUK7,62771,1,5
PSAVTV6,62772,1,4
PSAVUK7,62772,0,2
PSAVUK7,62773,0,1
PSAVTV6,62780,1,3
PSAVUK7,62780,1,4
PSAVTV6,62781,1,3
PSAHK8,62831,0,1
PSAVTV6,62866,0,7
PSAVUAR,62897,0,3
PSAVUAR,62898,1,3
PSAVUAR,62900,1,6
PSAVUK7,62902,0,10
PSA2H6G,62949,1,7
PSA2H6G,62950,1,3
PSA2H6G,62951,1,4
PSA2H6G,62952,0,3
PSA2H6G,62953,0,11
PSA2H6G,62954,1,5
PSA2H6G,62955,1,4
PSA2H6G,62956,1,3
PSA2H6G,62957,0,5
PSA2H6G,62958,0,12
PSA2H6G,62960,1,3
PSA2H6G,62965,0,11
PSAVTV6,63053,0,6
PSA2H6G,63092,0,1
PSAVTV6,63244,1,3
PSAVUK7,63245,0,11
PSAVTV6,63560,1,3
PSAVUK7,63560,1,4
PSAVUK7,63570,0,10
PSAVTV6,63606,1,3
PSAVUK7,63606,1,4
PSAV9DV,63853,0,3
PSAVUGY,64089,1,3
PSAVUGY,64092,1,9
PSAV9DV,64323,1,3
PSAV9DV,64324,0,2
PSAV9DV,64327,1,3
PSAV9DV,64328,1,8
PSAV9DV,64332,1,6
PSAV9DV,64338,1,3
PSAV9DV,64345,1,7
PSAV9DV,64346,1,5
PSAV9DV,64356,0,10
PSAV9DV,64358,1,3
PSA2H6G,64392,1,3
PSAV9DV,64401,1,5
PSA2H6G,64407,1,10
PSAVTV6,64652,1,3
PSAVTV6,65190,0,12
PSAVUK7,65190,0,20
PSAVTV6,65303,0,10
PSAVUK7,65303,0,1
PSAVUF6,65355,1,8
PSAVUK7,65508,0,10
PSAVTV6,65517,1,4
PSAVUF5,65669,1,6
PSAVUF5,65675,1,15
PSAVUF5,65677,1,6
PSAVUF5,65678,1,4
PSAVUF5,65680,1,4
PSAVUF5,65682,1,8
PSAVUF5,65683,1,6
PSAVUF5,65686,1,11
PSAVUF5,65688,1,4
PSAVUF5,65689,1,3
PSAVUF5,65690,1,3
PSAVUF5,65694,1,3
PSAVUF5,65695,1,3
PSAVUF5,65697,1,3
PSAVUF5,65700,1,4
PSAVUF5,65701,1,3
PSAVUF5,65705,0,5
PSAVUF5,65709,1,6
PSAV9DV,65762,1,3
PSAV9DV,65771,1,3
PSAV9DV,65777,1,3
PSAV9DV,65780,1,3
PSAV9DV,65946,1,4
PSAVUK7,65960,1,10
PSAVUK7,65961,1,3
PSAVUK7,65962,1,6
PSAVUK7,65963,1,5
PSAVUK7,65964,1,3
PSAVUK7,65966,1,3
PSAVUK7,65967,0,10
PSAVUK7,65968,0,10
PSAVUK7,65970,0,3
PSAVUK7,65972,1,5
PSAVUK7,65977,0,4
PSAVUK7,65978,1,8
PSAVUK7,65979,0,3
PSAVUK7,65980,1,4
PSAVUK7,65981,0,3
PSAVUK7,65984,1,5
PSAV9DV,66492,1,3
PSAVUF5,66694,0,1
PSAVUF5,66822,1,6
PSAVUF5,66830,0,3
PSAVUF5,66925,0,1
PSAVTV6,67001,1,3
PSAVTV6,67010,0,10
PSAVUAR,67010,0,2
PSAVUK7,67010,0,10
PSAVUGY,67583,1,3
PSAVTVJ,67854,1,3
PSA2H6G,68488,1,3
PSA2H6G,68499,1,6
PSA2H6G,68590,1,8
PSA2H6G,68629,0,7
PSA2H6G,68632,1,6
PSAVUME,69963,1,9
PSAVUME,69978,0,10
PSAVUME,69988,0,2
PSAVUME,69997,0,10
PSA2H6G,70196,1,3
PSAVUK8,70632,1,3
PSAVUK8,70634,0,10
PSAVUK8,70635,1,4
PSAVUK8,70636,1,5
PSAVUK8,70637,1,3
PSAVUK8,70638,0,10
PSAVUK8,70639,0,5
PSAVUK8,70644,1,8
PSAVUK8,70645,1,3
PSAVUK8,70647,0,9
PSAVUK8,70675,1,3
PSAVUK8,70676,0,2
PSAVUK8,71439,1,3
PSAVTUU,71648,1,5
PSAVUAR,71648,1,3
PSAV9DV,72017,1,9
PSAV9DV,72172,1,5
PSAV9DV,72173,1,3
PSAV9DV,72174,0,3
PSAV9DV,72175,1,3
PSAV9DV,72176,1,5
PSAV9DV,72177,1,4
PSAV9DV,72178,1,5
PSAV9DV,72179,1,4
PSAV9DV,72180,0,3
PSAV9DV,72181,1,3
PSAV9DV,72183,0,10
PSAV9DV,72184,1,4
PSAV9DV,72186,0,4
PSAV9DV,72187,1,4
PSAV9DV,72189,1,5
PSA2H6G,72561,1,3
PSA2H6G,72562,1,3
PSA2H6G,72563,1,4
PSA2H6G,72565,1,3
PSA2H6G,72566,1,4
PSA2H6G,72567,1,3
PSA2H6G,72568,1,4
PSA2H6G,72569,1,4
PSA2H6G,72571,1,3
PSAVUK8,72628,1,4
PSA2H6G,72650,1,5
PSA2H6G,72651,1,3
PSA2H6G,72652,1,5
PSA2H6G,72653,1,3
PSA2H6G,72657,1,6
PSA2H6G,72658,1,3
PSA2H6G,72659,1,3
PSA2H6G,72660,1,7
PSA2H6G,72661,1,6
PSA2H6G,72668,1,8
PSAVUGR,73021,1,3
PSAVUK7,73021,1,5
PSAVUK8,73021,1,3
PSAVUK7,73700,0,2
PSA2H6G,73864,1,9
PSAV9DV,73910,1,3
PSAV9DV,73916,1,4
PSAV9DV,73949,1,7
PSAVUK7,74091,0,8
PSAVUK8,74091,1,5
PSAVUK8,74097,0,12
PSAVUK7,74116,1,9
PSAVUK8,74116,1,5
PSAVUK7,74121,0,9
PSAVUK8,74121,1,6
PSAVUGR,74486,0,2
PSAVUK7,74486,0,4
PSAVUK8,74486,1,7
PSAVUGR,74489,1,3
PSAVUK7,74489,1,6
PSAVUGR,74490,0,1
PSAVUK7,74490,0,1
PSAVUK7,74492,0,4
PSAVUK7,74502,1,5
PSAVUK8,74502,1,3
PSAVUK7,74504,0,10
PSAVUGR,74518,0,1
PSAVUK7,74518,0,7
PSAVUK8,74520,0,7
PSAVUK7,74522,0,3
PSAVUK7,74523,0,4
PSAVUGR,74529,0,3
PSAVUK7,74529,0,1
PSAVUK7,74530,0,2
PSAVUK7,74531,0,1
PSAVUK8,74531,0,3
PSAVUK7,74532,0,2
PSAVUK8,74532,0,11
PSAVUK7,74533,0,1
PSAVUK8,74533,1,7
PSAVUK7,74534,0,3
PSAVUK8,74534,1,3
PSAVTUH,74619,1,3
PSAVTUH,74620,1,4
PSAVTUH,74621,1,7
PSAVTUH,74622,1,6
PSAVTUH,74623,1,10
PSAVTUH,74624,1,5
PSAVTUH,74625,1,3
PSAVTUH,74626,1,10
PSAVTUH,74627,1,3
PSAVTUH,74628,1,9
PSAVTUH,74629,1,3
PSAVTUH,74630,0,7
PSAVTUH,74631,1,6
PSAVTUH,74632,1,3
PSAVTUH,74633,0,3
PSAVTUH,74634,1,6
PSAVTUH,74635,1,3
PSAVTUH,74636,1,3
